insurance_id,patient_id,primary_insured_name,primary_insured_birthdate,primary_insured_SSN,primary_insured_relationship,member_number,group_number
52ba883d-e52a-4653-96d2-3836efa86d81,53727666-9c35-40df-bee8-33dc9868956e,Marc Mccoy,1998-07-03,203400247,self,XZNL59686042,346429
7628e959-fb67-4a01-bdcf-b3d5aaefe72c,5a179f27-e7de-4c4c-8fbf-cec5f197aad5,Stacey Anderson,1991-03-25,166356475,guardian,DNMX17941576,93253
52ba883d-e52a-4653-96d2-3836efa86d81,a5f86e3c-dd60-4b1e-8fec-b198129f0581,Melissa Scott,1984-02-25,834910015,self,YZOF27548047,497672
ca982581-7bcc-4c1c-b9cd-f050d631b828,eff39fb5-0cdd-42d3-b43d-419fecc396d8,Raymond May,1959-06-02,237135478,self,IXKN54765926,107009
52ba883d-e52a-4653-96d2-3836efa86d81,ce32cb13-c37e-47f9-ba24-c31fe4044eef,Cameron Reese,2017-03-17,622437551,guardian,IZUA69313816,635446
586c81e7-58f4-4ae6-adf0-6805c9565d1f,4a540942-201c-4311-9685-69977b7e57db,Joseph Jones,1976-08-11,214942787,self,GUKJ81956930,553547
ca982581-7bcc-4c1c-b9cd-f050d631b828,53148db0-21c0-4150-bc9b-035cb425df7c,Nichole Hayes,1971-12-24,495689257,spouse,SCFZ42407213,490060
52ba883d-e52a-4653-96d2-3836efa86d81,bd1f78ed-5a39-4ca3-b2ee-b49c6819bd92,Brandon Gallegos,1992-05-04,147564874,parent,QDPZ42683857,701724
5cd4fa35-0187-4a5c-9b0e-dcf9cae12bce,fb605fdb-1532-4843-9368-bb99f8374df0,Jermaine Manning,1954-08-06,681214585,self,IKWC71338382,145965
52ba883d-e52a-4653-96d2-3836efa86d81,0fc32464-a734-42c1-930e-a3e346acaffc,Melissa Scott,1935-10-09,440511514,self,QEDV52948771,667187
52ba883d-e52a-4653-96d2-3836efa86d81,5eda01f7-dec0-4961-bfb5-55ccaeb0849a,Rachel Burgess,1997-10-02,813135613,spouse,KJBP12854324,22282
52ba883d-e52a-4653-96d2-3836efa86d81,2e71958d-9367-4552-8af0-4f38f6d96aa0,Jacob Young,1924-04-11,199735936,guardian,IPLF41408266,163994
7628e959-fb67-4a01-bdcf-b3d5aaefe72c,46760ee2-edb5-43f1-a661-ee6abacb798e,Dr. Neil Gonzales Jr.,2011-06-17,898766301,spouse,CTZX85803367,838875
afe5d47a-ee34-47ba-bbdd-1348baf4c7fa,3238ed94-c770-4d8e-91b6-61f9032208f5,Daniel Aguilar,2024-02-05,457556192,spouse,RQVL9359476,486140
5cd4fa35-0187-4a5c-9b0e-dcf9cae12bce,c73e9487-7f25-4981-bdb6-8e063f71e071,Todd Mann,1936-08-18,832339621,guardian,BOJW94641760,911999
52ba883d-e52a-4653-96d2-3836efa86d81,364340bd-cf18-4eff-b5f3-88c5ab51f448,Patricia Collins,1939-01-05,669662802,self,SIGY46416988,631741
5cd4fa35-0187-4a5c-9b0e-dcf9cae12bce,e6bd6013-fd6d-4e22-8a58-5181b7aaeafb,Thomas Burns DDS,1966-04-29,585069068,parent,HCBN52626180,67475
ca982581-7bcc-4c1c-b9cd-f050d631b828,bcdcd46a-7bfa-43fc-92c2-ddfbdfe43480,Sandra Rodriguez,1936-04-17,913373564,guardian,EDOM70620157,694975
5cd4fa35-0187-4a5c-9b0e-dcf9cae12bce,ca2385b1-787f-46b3-9861-7b572ddb3d46,Sheryl Gilbert,1988-10-15,734232287,guardian,KSJP98926484,190373
ca982581-7bcc-4c1c-b9cd-f050d631b828,ea8d9835-68e6-46fd-a23a-5ef0c2ab0e99,Kristina Flowers,2007-01-26,255936729,spouse,SBPD30570604,793266
7628e959-fb67-4a01-bdcf-b3d5aaefe72c,eb4e7a17-d858-45db-aefc-a0c4c287efe4,Jonathan Manning,1935-07-06,185342596,self,SEFD72295855,716236
60446808-1305-419c-a9e9-5d25d324967c,ec09b169-9ed0-4965-97d4-35aca58b161f,Patrick Morris,1935-11-28,111979605,self,LROE32387802,665187
60446808-1305-419c-a9e9-5d25d324967c,af6a2ced-5571-4672-ac2d-2ccf6e7bfac1,Ashley Combs,1924-08-16,777391973,parent,ZPKL92569944,574856
52ba883d-e52a-4653-96d2-3836efa86d81,eefeae8c-089a-4285-9b89-5af5a3e210dc,Leah Alexander,2000-06-13,478926539,self,SKOP94140300,433046
7628e959-fb67-4a01-bdcf-b3d5aaefe72c,ad50bf52-b4e7-4c04-995c-0c97f1a4181c,Michael Silva,1976-04-04,890177237,guardian,JLUV11134256,105587
7628e959-fb67-4a01-bdcf-b3d5aaefe72c,e8de369b-e95f-4c7d-924c-debeba639975,Renee Chambers,1976-02-25,515028670,self,ITZP37341926,155129
52ba883d-e52a-4653-96d2-3836efa86d81,c2127cfc-1820-4dc2-851f-0eef655f1274,Cassandra Henderson,1989-01-14,165074968,self,WUUA88093774,27514
0605e25f-6487-4bae-a837-f29a3a085137,85898f74-6b46-46a7-b47d-c356ddf1e21d,Julie Burns,1917-08-17,869691203,parent,PUYA55021065,942146
52ba883d-e52a-4653-96d2-3836efa86d81,f1a8c945-d604-435d-abad-bc757ec63cbb,Luis Gonzalez,1952-07-22,876392180,spouse,MIJD20755959,356613
52ba883d-e52a-4653-96d2-3836efa86d81,b71b79c3-05c0-489a-8e22-28d665a986b5,Cameron Hurley,1937-09-09,277167900,self,WYEY3266775,479649
5cd4fa35-0187-4a5c-9b0e-dcf9cae12bce,9786d1d3-6933-45a1-9705-63ce264e72ef,Kevin Johnson,2004-03-20,940179047,self,KSFJ81897802,558886
0605e25f-6487-4bae-a837-f29a3a085137,9bf11f4c-56ac-4178-84bd-1f8acebae978,Rose Olson,1987-03-13,542329198,self,ZMAZ50478382,243797
0605e25f-6487-4bae-a837-f29a3a085137,806db812-5081-40e1-99f4-c793cc3b65e7,Richard Heath,1970-03-26,666294119,spouse,IBLA43122225,844844
0605e25f-6487-4bae-a837-f29a3a085137,d42b2c35-b108-417c-afea-ec68d88461f5,Jennifer White,1974-03-12,414121087,spouse,XTWS7571525,32686
ca982581-7bcc-4c1c-b9cd-f050d631b828,26d283e4-f439-47bc-a7c0-a9f33e457999,Dawn Hicks,1961-02-26,381789407,self,CSVZ53626866,591880
7628e959-fb67-4a01-bdcf-b3d5aaefe72c,c553fd73-eaa9-4ce7-a46a-3d64fbb6ca4e,Emily Johnson,1922-06-13,414730458,guardian,NBSK80003401,733498
afe5d47a-ee34-47ba-bbdd-1348baf4c7fa,e7ab15e3-9cfc-419e-b4cd-80cbb7f65831,Brett Thornton,1935-12-09,405870157,self,TNNW50688481,464418
60446808-1305-419c-a9e9-5d25d324967c,750c0453-5a83-438c-a948-18f2efe7fdee,Randy Garcia,1912-01-26,831010587,spouse,PAGT90216913,681982
0605e25f-6487-4bae-a837-f29a3a085137,92fa9803-04b9-42b1-9db9-a74849d6c1f3,Frederick Patterson,1955-10-03,530948529,parent,EEUZ79908897,404439
0605e25f-6487-4bae-a837-f29a3a085137,424b360a-5edc-4d09-8be6-7fe40e39437a,Ronald Hicks,1970-12-09,621356822,self,RDCB21485968,734123
52ba883d-e52a-4653-96d2-3836efa86d81,9c481859-4ed0-4528-a09d-d6409e931ea0,Alexandra Morgan,1969-05-12,508835099,self,RWXK71513679,768321
7628e959-fb67-4a01-bdcf-b3d5aaefe72c,62595103-7682-4c1e-9590-1053a1c3e2ff,Cameron Patel,1941-04-15,139958106,parent,HEIT57748355,439578
afe5d47a-ee34-47ba-bbdd-1348baf4c7fa,9459995e-c29c-4671-a36d-213167e75db4,Caitlin Harris,1962-10-23,965197134,self,BUYV2654990,796960
ca982581-7bcc-4c1c-b9cd-f050d631b828,fc3dbdcb-fcfa-47ae-a7aa-58954f666a35,Ernest Morales,2019-04-01,357258529,spouse,BUUP26837181,120652
afe5d47a-ee34-47ba-bbdd-1348baf4c7fa,f4835158-8aa2-4138-8b05-b1d02f3a956b,Jeffrey Walker,1986-01-31,313177495,self,KEDE64706295,176152
60446808-1305-419c-a9e9-5d25d324967c,e4a6f9d6-81e4-4cb4-a4d2-89f0e46cfce7,Christina Cohen,2002-04-10,309971693,self,QRSK85379830,533457
52ba883d-e52a-4653-96d2-3836efa86d81,2a8a7674-8e8f-4bae-a511-c28e08fcfc1f,Denise Reyes,1960-05-28,743667039,parent,MKNZ27125407,575157
0605e25f-6487-4bae-a837-f29a3a085137,a82240bd-d244-42e6-84c0-2da4482acbbf,Richard Wiley,1940-02-27,668764076,self,IZKT34759165,278588
52ba883d-e52a-4653-96d2-3836efa86d81,21465ce8-b7da-461c-a5cb-1255c1476241,Courtney Ross,1984-08-29,260493048,self,APJF59431149,376532
5cd4fa35-0187-4a5c-9b0e-dcf9cae12bce,bc69aa78-b901-400f-b7cf-7b006ef10545,Nicole Duran,1963-03-13,550722393,self,BJWB91215547,202091
52ba883d-e52a-4653-96d2-3836efa86d81,c24c4711-a572-4a09-9724-52ffe53ad52e,Jack Perkins,1999-03-17,353808332,self,GCEP4633120,943535
0605e25f-6487-4bae-a837-f29a3a085137,28d363a7-52eb-491d-beb0-cd1ee80790bf,Rachel Bauer,1942-11-21,784242738,self,FNMJ22225497,385786
52ba883d-e52a-4653-96d2-3836efa86d81,b979c697-a017-4fd5-98b1-4a9cadb31750,Richard Jenkins,1978-04-09,401638566,guardian,EPJD71308538,607858
ca982581-7bcc-4c1c-b9cd-f050d631b828,84a420e0-1d8c-4ce6-a878-ddfed07ed228,Jacob Peters,1909-04-29,911162844,guardian,UQGA62561598,351246
7628e959-fb67-4a01-bdcf-b3d5aaefe72c,88c0388e-7c73-4098-a78d-55228070133c,Meredith Chang,1944-02-07,513313169,self,POUN84383602,343642
52ba883d-e52a-4653-96d2-3836efa86d81,68961d76-214c-4a68-a910-629739c7d264,Sandra Skinner,1979-08-27,175463988,self,QIKH39773578,518060
0605e25f-6487-4bae-a837-f29a3a085137,8d54c645-b486-43dc-b976-cb22726d2337,Kaitlyn Moore,1931-12-06,416493103,spouse,ZQFY54690707,215709
7628e959-fb67-4a01-bdcf-b3d5aaefe72c,2ba77cd2-bac4-4cfe-973d-2b0e411f7376,Heather Johnson,1979-10-07,318288773,self,AYIW18470872,207419
60446808-1305-419c-a9e9-5d25d324967c,de7843de-1267-4ca8-9984-fa0dfc7f5a94,Barbara Branch,1955-01-09,367555072,self,TQVC42802440,703896
ca982581-7bcc-4c1c-b9cd-f050d631b828,115a85b3-15d0-441b-82f1-4c5446c73ef5,Samantha Murphy,2008-05-09,460904455,spouse,GGTC75951766,870970
586c81e7-58f4-4ae6-adf0-6805c9565d1f,da74f0df-d402-45f8-85ca-15ec348bc15b,Angela Morris,1969-06-05,662462093,self,AWUR88465515,838860
7628e959-fb67-4a01-bdcf-b3d5aaefe72c,f53d40dd-5349-47b1-81e2-f13ea5812940,Ronnie Osborne,2005-10-17,993297276,self,NRIG95118668,664012
7628e959-fb67-4a01-bdcf-b3d5aaefe72c,a379cce3-b4eb-421d-b29a-4accd338d068,Melissa Lang,1992-07-08,871062401,self,EAUA66685862,703302
60446808-1305-419c-a9e9-5d25d324967c,d41eeac8-f1c6-4fe5-93d4-ac82000180a0,Amanda Mcdonald,1977-09-15,426650383,parent,DUUG41589267,755884
7628e959-fb67-4a01-bdcf-b3d5aaefe72c,74fbdda6-5717-4e60-90d2-a38610640eb8,Evelyn Kim,1994-08-11,346278706,self,TJDR58050903,937905
586c81e7-58f4-4ae6-adf0-6805c9565d1f,72628f4e-97a5-4f7f-8716-5b4c73271c86,Elizabeth Sparks,1927-10-14,127800008,spouse,KAEH36879712,448040
5cd4fa35-0187-4a5c-9b0e-dcf9cae12bce,b8d81b94-f31c-4a4f-bfb3-21efae9faf7c,Leon Maynard,1993-03-11,168096850,self,DZBK37800237,894640
afe5d47a-ee34-47ba-bbdd-1348baf4c7fa,60de5d6a-8938-4257-bf22-a6f8a945f0ba,Nicholas Flores,1925-05-31,148671673,guardian,HNWR91337252,178230
7628e959-fb67-4a01-bdcf-b3d5aaefe72c,d3eda09e-c711-4e92-8c17-13ba0adf4bce,Jose Lambert,1963-08-10,341286332,self,DXIS65450363,232304
52ba883d-e52a-4653-96d2-3836efa86d81,2f34f33f-2a6b-4f3f-9b6f-36b4f47b80c3,Kara Shaw,2020-09-04,619557207,guardian,ODKL2067056,467150
586c81e7-58f4-4ae6-adf0-6805c9565d1f,1a646fe0-d9ee-414d-8358-9c9f143affb4,Sandra Hicks,1988-08-23,297922449,self,BEAL86257062,334596
52ba883d-e52a-4653-96d2-3836efa86d81,c984eb2e-1aa9-463c-8b9d-308c571b01bf,Bryan Nunez,1939-09-08,706952813,self,GHTQ9634266,900228
afe5d47a-ee34-47ba-bbdd-1348baf4c7fa,7c79d4e8-c03a-4a17-9cac-8bc89d195f3d,Erica Lee,1943-06-04,845646498,self,OGBX62690496,756327
0605e25f-6487-4bae-a837-f29a3a085137,57d8d364-d5f0-4824-9bfd-3963ad617183,Rebecca Anderson,1980-11-10,447376594,spouse,YCJC81880955,279861
7628e959-fb67-4a01-bdcf-b3d5aaefe72c,db7c3b45-c64e-49f6-936e-a341d99eda8a,Mr. Kenneth Davis,1992-06-20,281026389,guardian,SPIM50696911,145146
0605e25f-6487-4bae-a837-f29a3a085137,db2e8d18-490a-42e7-adaf-5fbfa8dc09e7,Ronald Singleton,1962-10-17,450520934,self,CUCP27591777,661716
586c81e7-58f4-4ae6-adf0-6805c9565d1f,1de3fe80-199e-474c-bdc1-696e2bc169e6,Brenda Moore DDS,1997-12-04,456474865,spouse,XDZC61471751,155635
5cd4fa35-0187-4a5c-9b0e-dcf9cae12bce,c4f9c321-085b-4c22-8e53-45e77b99b8c1,April Mendoza,1987-01-02,552820883,guardian,XHLH1021850,975080
7628e959-fb67-4a01-bdcf-b3d5aaefe72c,084f8a24-ee93-4228-9eb9-e0d92b3cf849,Zachary Johnson,1972-06-14,470743787,self,FBNA24354280,986598
586c81e7-58f4-4ae6-adf0-6805c9565d1f,f2a74211-1b01-4358-8df6-1f6837628458,Heather Thompson,1989-11-19,980647940,self,RURW11326722,417166
ca982581-7bcc-4c1c-b9cd-f050d631b828,2474fd25-23da-48be-bfee-8ded65b91e81,Jon Navarro,1999-11-19,747295239,self,QDRW39488491,285922
ca982581-7bcc-4c1c-b9cd-f050d631b828,3fe2ce69-c85a-4787-b990-dbfd0013ea43,Henry Peterson,1921-05-08,251861994,guardian,ZYYA88728150,766467
586c81e7-58f4-4ae6-adf0-6805c9565d1f,1d54b939-92d6-48da-a773-00f61f4860d6,David Farmer,2018-01-08,939297627,guardian,GOER11656124,991163
52ba883d-e52a-4653-96d2-3836efa86d81,c68c1196-dba1-408d-b9ff-ae147741474a,Antonio Holland,1977-10-18,815396495,self,TKJI83786876,144348
0605e25f-6487-4bae-a837-f29a3a085137,c176f1a4-c61a-47f2-9902-0f9cb6b905dd,Jeremy Wilson,1986-03-28,332441516,self,RIHY21405227,832423
ca982581-7bcc-4c1c-b9cd-f050d631b828,30ca41a1-f0ae-45ba-b8d9-fc009e308109,Sheryl Hubbard,1947-10-07,694406129,self,QZJC48998731,993953
586c81e7-58f4-4ae6-adf0-6805c9565d1f,745f30cc-2680-467f-a6f6-49ad38387842,Scott Wong,2004-01-04,373681492,parent,WIUB62439688,411761
52ba883d-e52a-4653-96d2-3836efa86d81,4f71fe13-d036-42ec-ba70-a4e4c584ddea,Kelly Weber,1944-08-07,927485898,parent,JERL83290794,525652
7628e959-fb67-4a01-bdcf-b3d5aaefe72c,d4266c9d-9540-4b7f-95d5-dd471c90f0b7,Riley Dalton,1979-09-13,442813622,self,AUIV58313779,219979
52ba883d-e52a-4653-96d2-3836efa86d81,96fe7b73-7907-499c-9ed7-3945841dad57,Heather Moore,2022-12-23,695490641,parent,MMPU66646018,763910
5cd4fa35-0187-4a5c-9b0e-dcf9cae12bce,30cd3fe8-1644-4477-b529-df04ca81ec96,Sarah Taylor,1959-10-15,123308178,self,CVYU24232473,729853
586c81e7-58f4-4ae6-adf0-6805c9565d1f,0e697245-ea35-4283-b7d4-3e5b536113d4,Alison Martin,1969-06-22,765429468,parent,CHNF16284597,889657
ca982581-7bcc-4c1c-b9cd-f050d631b828,3f92a1fb-1caf-43eb-9929-ec689bf9a1e6,Jaime Doyle,1929-06-16,905770829,parent,GPRB80272957,44487
7628e959-fb67-4a01-bdcf-b3d5aaefe72c,e7a43416-4c1e-4652-9b43-e0e9afea0f6a,Steven Payne,1927-10-15,198246784,guardian,PFMM88959633,92218
ca982581-7bcc-4c1c-b9cd-f050d631b828,4ab81665-1d0f-408c-8893-a79b92b7ac6a,Ashley Adams,1965-07-04,159199863,self,UXTY20944671,783376
5cd4fa35-0187-4a5c-9b0e-dcf9cae12bce,2a482ebd-cf22-4bc7-ab3b-0c89f74aa5a5,Jessica Pope,1981-09-23,697217126,parent,WWBD51714423,385927
52ba883d-e52a-4653-96d2-3836efa86d81,403bfa42-448c-48ed-9f7e-c50c28d7a5bd,Judy Williams,1933-11-09,587816105,self,YRAK67937504,20920
7628e959-fb67-4a01-bdcf-b3d5aaefe72c,ca3cc9d8-a87e-493a-9ffa-14007ae77a8a,Calvin Bryant,1968-10-26,662326546,self,BPQA82993757,56071
60446808-1305-419c-a9e9-5d25d324967c,7d97a3a1-d010-4856-903e-63e25849fa5c,Teresa May,1982-03-10,111632516,parent,YYKQ18307365,649786
52ba883d-e52a-4653-96d2-3836efa86d81,f5b96fa3-33f6-44b2-975c-61d7cd3da54a,Aaron Turner,1947-11-11,585157852,self,HZPU71551858,439586
586c81e7-58f4-4ae6-adf0-6805c9565d1f,fd148468-2823-43e7-ab00-d21bc81e1279,Fernando Reed,1972-08-18,398455547,spouse,HJXS92287962,63895
586c81e7-58f4-4ae6-adf0-6805c9565d1f,1bf7c0e4-c2fd-4de9-afab-766c15860618,Lee Vazquez,1992-01-19,503470165,guardian,KVAD87707353,180972
0605e25f-6487-4bae-a837-f29a3a085137,4bde5a32-09ca-4a70-b26a-32331621561a,David Rodriguez,1935-02-17,501045824,guardian,LIOV53167218,679218
7628e959-fb67-4a01-bdcf-b3d5aaefe72c,32df031d-1158-4c4d-9426-8cbcb417c28a,Dawn Thompson,1951-10-01,297147500,guardian,YKWI76506165,483858
60446808-1305-419c-a9e9-5d25d324967c,04641ea4-f3f4-4c9e-9886-c4dc79145440,Carolyn Harris,1991-12-18,803880390,self,KSFM48952233,467218
ca982581-7bcc-4c1c-b9cd-f050d631b828,3958206f-0cf6-482c-8b51-05401b5b5341,Douglas Turner,1962-10-17,398494182,self,GSKP61792961,595651
5cd4fa35-0187-4a5c-9b0e-dcf9cae12bce,609e8e77-3345-428f-8c1d-789487475f64,Todd Beasley,1994-01-14,263063966,spouse,PYTF17624581,926585
586c81e7-58f4-4ae6-adf0-6805c9565d1f,6bcacdf9-5cdb-4834-9478-65f5acbdbf5f,Troy Johnson,1924-09-06,532057310,spouse,NSHH31792743,61131
5cd4fa35-0187-4a5c-9b0e-dcf9cae12bce,e8e57582-5749-4eee-a3ee-f4262256c5fe,Joshua Rodriguez,1921-03-27,816139794,parent,DQEF40604418,672692
0605e25f-6487-4bae-a837-f29a3a085137,25bd6bfd-f135-46aa-a903-5efc8a43b5c8,Jose Hunt,1934-11-16,124127307,guardian,AALT94669885,718038
586c81e7-58f4-4ae6-adf0-6805c9565d1f,e1f07d44-27e6-4c40-81ee-c927c6de2ba0,Lauren Parker,1962-08-21,408874350,spouse,NAMU71418923,849281
0605e25f-6487-4bae-a837-f29a3a085137,52d8c17a-b8c4-4518-ac19-1b1eb85466de,Evelyn Dyer,2010-05-27,237858638,parent,TEHS19777165,778527
0605e25f-6487-4bae-a837-f29a3a085137,a7663f48-543f-40ce-979c-ef2305c62e73,Nicole Sosa,1935-07-03,190247252,self,NMFA2690372,484963
7628e959-fb67-4a01-bdcf-b3d5aaefe72c,6a92907e-84d7-44c1-b4b5-bdca4838313f,Katelyn Lloyd,1994-12-29,892950073,parent,CSAQ64298648,781996
5cd4fa35-0187-4a5c-9b0e-dcf9cae12bce,2dc4c27d-d712-4196-a4dc-7067e14e78d0,Stacey Jackson,1994-11-09,793951904,self,PGTC30863129,666106
586c81e7-58f4-4ae6-adf0-6805c9565d1f,55147ce9-369b-4050-8fff-d651ff4431a3,Scott Grant,1978-03-20,891835811,guardian,OIVY24104041,742944
7628e959-fb67-4a01-bdcf-b3d5aaefe72c,0707a1e7-47cd-40f7-a87e-efde80d0c8ac,Scott Stevens,1988-09-05,756136852,guardian,WVAX44628221,754
60446808-1305-419c-a9e9-5d25d324967c,6ca2e63c-f989-4954-9c70-629e7f81d087,Anthony Miller,1999-07-12,889137055,self,LKPB93296598,718701
5cd4fa35-0187-4a5c-9b0e-dcf9cae12bce,b1b921fc-e26f-4495-84f8-c3dc941b1db2,Beth Melton,1909-10-23,725355239,parent,IUIW50021760,896359
52ba883d-e52a-4653-96d2-3836efa86d81,d673f8af-9340-472d-849d-b3c800c4027d,Dustin Young,1992-10-28,679551372,spouse,UIZD79404371,211542
ca982581-7bcc-4c1c-b9cd-f050d631b828,50107194-4550-4930-acfb-dd2836129fa6,Ryan Durham,1937-12-13,926054577,parent,KQXG86493303,558725
60446808-1305-419c-a9e9-5d25d324967c,c08cbed0-8196-4333-9f35-a386c9101941,Samantha Griffin,1948-12-22,816889201,self,DZQQ77612817,947662
60446808-1305-419c-a9e9-5d25d324967c,5cbf6b37-fccd-4652-9ff3-95c4ad9a5f14,Alejandro Baker,1965-01-02,482768122,self,IRRL87075198,922995
60446808-1305-419c-a9e9-5d25d324967c,260a5311-4836-4149-8680-6b6e53c8205b,William Carter,1945-05-21,609223505,self,VUFA47589790,813576
60446808-1305-419c-a9e9-5d25d324967c,df4f287b-b38c-483a-850b-1bcd3710b6cf,Julie Harris,1963-01-14,230452646,parent,JSZX85259392,944833
5cd4fa35-0187-4a5c-9b0e-dcf9cae12bce,539a7d30-4c6a-4baa-9cfa-37e4d6ce0e13,Lisa Johnson,1922-03-27,753142553,parent,FTNB91844345,872216
60446808-1305-419c-a9e9-5d25d324967c,1b7c8696-62bd-4753-a9ea-5584f6ef5668,Chelsea Watson,1946-11-02,853844233,spouse,FOMX35903248,167341
52ba883d-e52a-4653-96d2-3836efa86d81,b2475c1a-4931-4590-9724-904405e99941,Tyler Alexander,1943-11-08,187514770,self,IDEC45151064,301823
586c81e7-58f4-4ae6-adf0-6805c9565d1f,b8c38e4e-a58f-4158-8011-efdb5f053206,Christine Barry,1942-05-07,168156992,parent,HUJQ52801257,246484
7628e959-fb67-4a01-bdcf-b3d5aaefe72c,82219d2c-6b9e-4ba6-aef2-1a0669c03829,Karen Cervantes,1988-05-28,822305914,parent,VFZQ37846393,235107
52ba883d-e52a-4653-96d2-3836efa86d81,7c0126e8-6ddd-4887-8f74-3b49104e0493,Mercedes Powell,1926-01-31,644564764,spouse,DADQ5994508,554469
5cd4fa35-0187-4a5c-9b0e-dcf9cae12bce,a036ab14-d966-4f64-b2c9-b37c13fff964,Robert Hanna,1928-08-08,885854180,parent,ZANH52902823,24011
ca982581-7bcc-4c1c-b9cd-f050d631b828,adeac734-bfd5-41a4-8787-95a974eadc4b,Jon Lyons,1968-04-22,232391793,parent,KOJH86581011,770660
60446808-1305-419c-a9e9-5d25d324967c,b7d7df37-328b-42e5-a944-124c13b84b06,Janet Sullivan,1999-08-08,296634561,self,LGNC58461937,275026
ca982581-7bcc-4c1c-b9cd-f050d631b828,fc65189e-a89b-408a-8693-a99fbc624382,Edward Garcia,1916-12-18,413513404,guardian,DZPY45881146,373766
586c81e7-58f4-4ae6-adf0-6805c9565d1f,24dbad1f-37b6-4e0a-8f8d-3d6033a896f2,Bryan Terry,1937-06-17,522333905,spouse,PFER56703266,448804
586c81e7-58f4-4ae6-adf0-6805c9565d1f,4ef09f4d-f3b5-4969-88fc-5f3530eb1c48,Kevin Scott,1937-02-16,628113512,guardian,ETNT39357843,859856
7628e959-fb67-4a01-bdcf-b3d5aaefe72c,7228f480-1f25-4986-8878-7d4be5acbe41,Alexander Ross,1922-06-18,683084557,spouse,MLER72275747,582408
586c81e7-58f4-4ae6-adf0-6805c9565d1f,ceba5243-5075-4baf-bf0e-8a3597b35ee2,John Lawrence,2006-01-27,441601610,guardian,ZQIR8972921,652186
5cd4fa35-0187-4a5c-9b0e-dcf9cae12bce,e839ffe3-a9bc-4590-934d-ba71b9b7b671,George Adkins,1937-05-28,342127950,guardian,UZAW69287646,395110
586c81e7-58f4-4ae6-adf0-6805c9565d1f,8435eaab-2385-457d-aff6-32fd9276a1fa,Matthew Nash,1979-02-10,143522318,self,VNOH29278898,949943
586c81e7-58f4-4ae6-adf0-6805c9565d1f,708ec62a-c3ff-4f5f-91bb-a681da140bb3,Chelsey Salazar,1944-05-27,505536835,self,CJEO55695988,86753
0605e25f-6487-4bae-a837-f29a3a085137,07d37561-858c-40c3-8f2a-ae9080de4f82,Michael Willis,1980-06-27,360071965,self,NURE78328803,379553
7628e959-fb67-4a01-bdcf-b3d5aaefe72c,64e971a3-8565-4630-9b6d-45a90bfae16a,Luis Jones,1980-09-07,450048546,self,VXCC16860073,539756
586c81e7-58f4-4ae6-adf0-6805c9565d1f,5c225cad-c0a8-4a15-ac8e-8f1f3ea9f83d,Samantha Rhodes,2003-04-17,758750980,self,TZWI29599845,369717
afe5d47a-ee34-47ba-bbdd-1348baf4c7fa,5916dd8c-a9ee-42ee-8c15-6cc4d876066b,Cody Walsh,2010-04-19,931198079,parent,OZTE2279506,667339
586c81e7-58f4-4ae6-adf0-6805c9565d1f,a8d713f5-8910-40e5-a288-077b8a51d97c,Tanya Davis,1919-07-06,504989533,spouse,JCOK3915326,105647
5cd4fa35-0187-4a5c-9b0e-dcf9cae12bce,0ee82797-42cb-427a-82b8-bab96527219c,Joseph Powers,1975-06-24,921183229,guardian,BTLX50051571,199576
586c81e7-58f4-4ae6-adf0-6805c9565d1f,95abb545-b13a-4246-b71c-518446513e00,Sheila White,1932-11-12,166767137,spouse,BSBM43814206,536613
52ba883d-e52a-4653-96d2-3836efa86d81,5519f573-e6db-4a0f-a528-c2b58322a115,David Moore,1908-07-21,892279553,guardian,VSQU23432863,340443
0605e25f-6487-4bae-a837-f29a3a085137,e3e3f5ef-c479-4160-bb7d-4273bcf848f4,Kathryn Trevino,1957-06-20,178964326,guardian,WLPI19215214,624268
7628e959-fb67-4a01-bdcf-b3d5aaefe72c,fb9d64cd-c56e-4f53-a3b0-f35497bf3bd8,Erika Spencer,1965-02-10,922208038,parent,WDDL78269195,781082
5cd4fa35-0187-4a5c-9b0e-dcf9cae12bce,d9b1bf28-c1fd-44d8-a60d-21254d309d31,Mr. Jonathan Smith,2011-10-28,217470807,guardian,IAMI92999798,898201
60446808-1305-419c-a9e9-5d25d324967c,d42fa228-2017-4c36-84a2-f633d2bb721d,Nathan Ware,1979-05-27,651623633,self,YELK24271929,2866
ca982581-7bcc-4c1c-b9cd-f050d631b828,495ef52c-16cd-4090-8e56-448989e9b0ce,Joseph Guzman,1936-02-01,505603422,self,FSII89332557,563802
60446808-1305-419c-a9e9-5d25d324967c,c3342fb2-9db3-4a67-812e-cc6bedf8132f,Erin Cortez,1948-01-07,602218664,self,ETJL60963913,177213
60446808-1305-419c-a9e9-5d25d324967c,30095177-4ae0-47fc-b449-a93c98d790e9,Tyler Gray,1969-06-13,975579956,self,CAOQ30440131,430039
7628e959-fb67-4a01-bdcf-b3d5aaefe72c,97bb24b2-d16f-4445-8d14-ef9c27b9e5cd,Jonathan Estrada,1980-09-02,711442346,self,LGYA9877195,765229
5cd4fa35-0187-4a5c-9b0e-dcf9cae12bce,6bae41a8-9682-470f-9258-87d530f17a93,Glenn Lopez,1943-08-27,677144193,guardian,BSKG20286910,752617
